25.087814,121.5223804
25.0878148,121.522379
25.0878157,121.5223774
25.0878165,121.5223756
25.0878173,121.5223743
25.0878179,121.522373
25.0878186,121.522372
25.0878193,121.5223713
25.0878199,121.5223706
25.0878208,121.5223699
25.0878214,121.5223695
25.0878223,121.522369
25.087823,121.5223688
25.0878237,121.5223686
25.0878243,121.5223682
25.0878247,121.5223678
25.0878253,121.5223673
25.0878257,121.522367
25.0878258,121.5223659
25.0878262,121.5223651
25.0878265,121.5223645
25.087827,121.5223638
25.0878281,121.5223635
25.0878287,121.5223636
25.0878289,121.5223643
25.0878289,121.5223648
25.0878288,121.5223653
25.0878287,121.5223658
25.0878288,121.5223665
25.0878289,121.5223672
25.0878291,121.522368
25.0878293,121.5223687
25.0878295,121.5223691
25.0878295,121.5223693
25.0878293,121.5223697
25.0878291,121.5223701
25.087829,121.5223702
25.0878289,121.5223705
25.0878288,121.5223709
25.0878287,121.5223712
25.0878285,121.5223716
25.0878282,121.5223721
25.0878282,121.5223726
25.0878284,121.522373
25.0878286,121.5223732
25.0878289,121.5223733
25.0878293,121.5223735
25.0878299,121.5223736
25.0878305,121.5223736
25.0878312,121.5223736
25.0878319,121.5223736
25.0878326,121.5223736
25.087833,121.5223737
25.0878333,121.5223742
25.0878333,121.522375
25.0878335,121.5223759
25.0878336,121.5223769
25.0878337,121.522378
25.087834,121.5223802
25.0878341,121.5223824
25.0878342,121.5223844
25.0878342,121.5223867
25.0878342,121.5223891
25.0878343,121.5223917
25.0878344,121.5223941
25.0878346,121.5223963
25.0878349,121.5223991
25.0878353,121.5224021
25.0878357,121.5224049
25.0878364,121.5224089
25.0878369,121.5224123
25.0878372,121.5224151
25.0878373,121.5224172
25.0878372,121.5224186
25.0878371,121.5224192
25.0878369,121.5224195
25.0878369,121.5224201
25.0878366,121.5224203
25.0878365,121.5224204
25.0878364,121.5224204
25.0878363,121.5224203
25.087836,121.52242
25.0878355,121.5224193
25.087835,121.5224185
25.0878344,121.5224178
25.0878337,121.522417
25.0878329,121.5224164
25.087832,121.5224158
25.0878311,121.5224153
25.08783,121.5224148
25.0878288,121.5224142
25.0878276,121.5224136
25.0878266,121.5224128
25.0878256,121.5224121
25.0878245,121.5224112
25.0878235,121.5224106
25.0878225,121.5224101
25.0878214,121.5224097
25.0878202,121.5224093
25.0878189,121.5224088
25.0878171,121.5224082
25.0878146,121.5224076
25.0878124,121.522407
25.0878105,121.5224062
25.0878083,121.5224054
25.0878061,121.5224047
25.0878047,121.5224039
25.0878035,121.5224031
25.0878027,121.5224025
25.0878023,121.522402
25.0878018,121.5224016
25.0878014,121.5224011
25.0878012,121.5224007
25.0878013,121.5224006
25.0878015,121.5224003
25.0878019,121.5223999
25.0878023,121.5223996
25.0878031,121.5223993
25.087804,121.522399
25.0878045,121.5223987
25.0878053,121.5223983
25.0878058,121.5223979
25.0878065,121.5223975
25.087807,121.522397
25.0878079,121.5223966
25.0878084,121.5223965
25.087809,121.5223963
25.0878098,121.5223958
25.0878107,121.5223951
25.0878112,121.5223942
25.0878116,121.5223934
25.0878119,121.5223927
25.087812,121.5223921
25.0878124,121.5223914
25.087813,121.5223908
25.0878135,121.5223903
25.0878143,121.5223897
25.087815,121.5223892
25.0878155,121.5223888
25.0878163,121.5223884
25.0878171,121.5223881
25.0878177,121.522388
25.0878184,121.5223878
25.087819,121.5223875
25.0878194,121.5223872
25.0878201,121.5223869
25.0878211,121.5223868
25.0878215,121.5223869
25.0878218,121.5223872
25.0878219,121.5223874
25.0878222,121.5223872
25.0878232,121.522387
25.0878239,121.5223867
25.0878249,121.5223866
25.0878262,121.5223865
25.0878268,121.5223867
25.0878271,121.5223867
25.0878282,121.5223865
25.0878286,121.5223865
25.087829,121.5223864
25.0878294,121.5223865
25.0878294,121.5223865
25.08783,121.5223863
25.0878302,121.5223865
25.0878302,121.5223866
25.0878302,121.5223868
25.0878304,121.5223872
25.0878308,121.5223873
25.0878312,121.5223874
25.0878318,121.5223875
25.0878323,121.5223881
25.0878329,121.5223886
25.0878335,121.5223889
25.0878341,121.5223891
25.0878345,121.5223895
25.0878352,121.52239
25.0878359,121.5223904
25.0878366,121.5223915
25.0878373,121.5223927
25.0878379,121.5223939
25.0878386,121.5223952
25.0878392,121.5223961
25.0878395,121.5223967
25.0878397,121.5223971
25.0878397,121.5223975
25.0878395,121.5223978
25.0878393,121.5223981
25.0878393,121.5223983
25.087839,121.5223983
25.0878388,121.5223983
25.0878386,121.5223982
25.0878384,121.5223982
25.0878383,121.5223981
25.0878381,121.5223981
25.0878376,121.5223979
25.0878369,121.5223974
25.0878365,121.5223969
25.0878361,121.5223968
25.0878361,121.5223968
25.0878363,121.5223965
25.0878363,121.5223964
25.0878363,121.5223961
25.0878359,121.5223957
25.0878359,121.5223955
25.0878357,121.5223952
25.0878352,121.5223947
25.0878351,121.5223945
25.0878347,121.5223942
25.0878343,121.5223938
25.0878338,121.5223934
25.0878327,121.5223933
25.0878315,121.5223931
25.0878304,121.5223931
25.0878294,121.5223928
25.0878283,121.5223927
25.087827,121.5223928
25.0878257,121.5223926
25.0878245,121.5223926
25.0878244,121.5223926
25.0878231,121.5223926
25.0878228,121.5223926
25.0878215,121.5223926
25.0878199,121.5223926
25.0878193,121.5223926
25.0878178,121.5223928
25.0878176,121.5223927
25.0878165,121.522393
25.0878158,121.5223936
25.0878154,121.5223941
25.0878154,121.5223949
25.0878157,121.5223959
25.0878167,121.522397
25.0878176,121.5223978
25.0878188,121.5223986
25.0878198,121.5223995
25.0878209,121.5224
25.0878217,121.5224011
25.0878228,121.522402
25.0878236,121.5224022
25.0878243,121.5224024
25.087825,121.5224031
25.0878255,121.5224035
25.0878261,121.5224041
25.0878265,121.5224046
25.0878269,121.5224054
25.087827,121.5224061
25.0878271,121.5224069
25.0878271,121.5224077
25.0878271,121.5224085
25.0878272,121.5224093
25.0878272,121.5224099
25.0878274,121.5224108
25.0878276,121.5224119
25.0878277,121.5224132
25.0878278,121.5224143
25.0878278,121.5224155
25.0878277,121.5224164
25.0878277,121.5224175
25.0878277,121.5224187
25.0878282,121.5224193
25.0878285,121.5224197
25.0878289,121.5224198
25.0878292,121.5224198
25.0878301,121.5224199
25.0878305,121.5224201
25.0878309,121.52242
25.0878313,121.5224201
25.0878314,121.5224199
25.0878322,121.5224199
25.0878325,121.5224198
25.0878327,121.5224196
25.0878334,121.5224195
25.0878336,121.5224197
25.087834,121.5224195
25.0878341,121.5224194
25.0878343,121.5224192
25.0878345,121.5224189
25.0878349,121.5224187
25.0878351,121.5224188
25.0878353,121.5224189
25.0878355,121.5224191
25.0878357,121.5224196
25.0878361,121.5224202
25.0878364,121.5224209
25.0878368,121.5224217
25.087837,121.5224228
25.0878371,121.5224237
25.0878372,121.5224243
25.0878374,121.5224248
25.0878375,121.5224252
25.0878377,121.5224256
25.0878379,121.5224261
25.0878382,121.5224265
25.0878385,121.5224272
25.0878388,121.5224278
25.087839,121.5224283
25.0878393,121.5224287
25.0878399,121.5224287
25.0878407,121.5224293
25.0878412,121.5224299
25.0878419,121.5224306
25.0878426,121.5224316
25.0878431,121.5224323
25.0878438,121.522433
25.0878443,121.5224335
25.0878448,121.5224337
25.0878452,121.5224341
25.0878458,121.5224343
25.0878461,121.5224347
25.0878463,121.522435
25.0878462,121.5224352
25.0878461,121.5224354
25.0878458,121.5224354
25.0878456,121.5224354
25.0878453,121.5224352
25.0878451,121.5224346
25.0878449,121.5224337
25.0878446,121.5224328
25.0878443,121.5224322
25.0878441,121.5224316
25.0878436,121.522431
25.0878432,121.5224304
25.0878429,121.5224294
25.0878426,121.5224286
25.087842,121.522428
25.0878416,121.5224277
25.0878412,121.5224276
25.0878408,121.5224277
25.0878408,121.5224278
25.0878408,121.5224277
25.0878407,121.5224272
25.0878404,121.5224263
25.08784,121.5224249
25.0878395,121.5224232
25.0878392,121.5224222
25.0878389,121.5224214
25.0878385,121.5224207
25.0878382,121.5224199
25.0878375,121.522419
25.0878364,121.5224182
25.087835,121.5224177
25.0878336,121.5224173
25.0878322,121.5224171
25.0878302,121.5224173
25.0878285,121.5224184
25.0878271,121.5224192
25.0878256,121.5224199
25.0878243,121.5224206
25.0878228,121.5224214
25.0878224,121.5224216
25.0878214,121.5224215
25.0878201,121.522421
25.0878193,121.5224208
25.0878186,121.5224202
25.087818,121.5224192
25.0878175,121.5224187
25.0878173,121.5224182
25.0878172,121.5224176
25.0878168,121.5224161
25.0878167,121.5224134
25.0878168,121.5224122
25.0878168,121.5224111
25.087817,121.5224107
25.0878174,121.5224104
25.087818,121.5224101
25.0878187,121.52241
25.0878198,121.5224098
25.0878204,121.5224099
25.0878209,121.5224099
25.0878216,121.5224097
25.0878223,121.5224094
25.0878225,121.5224095
25.0878227,121.5224094
25.0878219,121.5224095
25.0878217,121.5224095
25.0878129,121.5224083
25.0878117,121.522408
25.0878111,121.522407
25.0878105,121.5224069
25.0878102,121.5224065
25.0878125,121.5224021
25.0878173,121.5223865
25.0878278,121.522365
25.0878493,121.5223477
25.0878777,121.5223264
25.0879121,121.5223018
25.0879532,121.5222766
25.0879981,121.5222484
25.0880431,121.5222224
25.0880875,121.5221966
25.0881302,121.5221651
25.0881717,121.5221308
25.088213,121.5220935
25.0882556,121.5220568
25.0883004,121.5220244
25.0883434,121.5219965
25.0883816,121.5219732
25.0884148,121.5219535
25.088443,121.5219356
25.0884673,121.521919
25.0884881,121.5219038
25.0885043,121.5218932
25.0885089,121.5218867
25.0885086,121.5218836
25.088508,121.5218811
25.0885076,121.5218793
25.088507,121.5218779
25.0885063,121.5218766
25.0885057,121.521875
25.0885051,121.5218727
25.0885048,121.5218708
25.0885042,121.521869
25.0885037,121.5218673
25.0885032,121.5218655
25.0885027,121.5218641
25.0885022,121.5218629
25.0885015,121.5218613
25.0885008,121.5218596
25.0885002,121.5218583
