121.28098,24.913181,Q,50,road
121.37118,25.040699,Q,50,road
121.37663,25.042246,Q,50,road
121.2277,25.055984,Q,50,road
121.22364,25.045202,Q,50,road
121.32065,25.005974,Q,50,road
121.22139,24.99278,Q,50,road
121.259544,24.911953,Q,50,road
121.238655,24.826025,Q,60,road
121.30809,25.081982,Q,50,road
121.12517,24.972265,Q,50,road
121.1744,24.990446,Q,50,road
121.22935,25.002476,Q,50,road
121.201645,24.937542,Q,50,road
121.22926,24.849716,Q,50,road
121.32065,25.005974,Q,50,road
121.218094,24.861322,Q,60,road
121.350945,25.021685,Q,60,road
121.38944,25.00944,Q,50,road
121.37833,25.01139,Q,50,road
121.27488,25.058174,Q,60,road
121.32065,25.005974,Q,70,road
121.2712,25.014542,Q,50,road
121.262245,24.989258,Q,50,road
121.318436,24.960634,Q,50,road
121.26936,25.037064,Q,50,road
121.27612,24.876352,Q,60,road
121.1875,24.96028,Q,50,road
121.18405,24.82604,Q,40,road
121.21083,24.89806,Q,50,road
121.226,24.896788,Q,50,road
121.266235,24.826963,Q,60,road
121.36444,25.02222,Q,60,road
121.312965,25.05524,Q,40,road
120.59444,24.08222,D,70,freeway
120.19099,23.45666,D,70,freeway
120.83144,24.551407,D,70,freeway
120.45011,23.12476,D,70,freeway
120.31324,22.97128,D,70,freeway
120.619804,24.129442,D,80,freeway
120.619804,24.129442,D,80,freeway
120.81203,24.657776,D,80,freeway
120.81203,24.657776,D,80,freeway
120.81822,24.46855,D,80,freeway
120.42545,23.142551,D,90,freeway
120.879974,24.686905,D,30,road
120.49351,22.441694,D,40,road
120.4703,22.440039,D,40,road
120.80282,22.23517,D,40,road
120.705376,23.808374,D,40,road
120.72166,23.82349,D,40,road
120.47336,22.67714,D,40,road
120.52249,23.24212,D,40,road
120.59235,24.036015,D,40,road
120.593765,24.034246,D,40,road
120.60497,22.700777,D,40,road
121.063995,22.775743,D,40,road
120.86456,22.277948,D,40,road
120.84108,22.254738,D,40,road
120.4968,23.21025,D,40,road
120.49526,23.21866,D,40,road
120.50452,23.23226,D,40,road
120.77479,24.323368,D,50,road
120.744514,24.345043,D,50,road
120.400185,23.310371,D,50,road
120.631424,22.662312,D,50,road
121.74223,24.700827,D,50,road
121.69604,25.101782,D,50,road
120.43045,22.775007,D,50,road
120.90152,24.692188,D,50,road
120.97137,24.84157,D,50,road
120.71774,23.894646,D,50,road
120.630356,24.146921,D,50,road
120.611015,24.154503,D,50,road
120.94409,24.838078,D,50,road
120.14962,23.078297,D,50,road
120.72522,24.15363,D,50,road
121.375435,25.077879,D,50,road
120.24821,22.972763,D,50,road
120.31007,22.719818,D,50,road
121.92609,24.970085,D,50,road
121.89127,24.939224,D,50,road
121.86346,24.900974,D,50,road
120.506744,22.816883,D,50,road
120.49375,22.769915,D,50,road
121.80645,24.46758,D,50,road
121.79366,24.462545,D,50,road
121.55749,25.06205,D,50,road
121.59766,25.067425,D,50,road
120.28429,22.647367,D,50,road
120.169586,22.958733,D,50,road
121.08006,24.747807,D,50,road
120.657326,24.13757,D,50,road
120.66449,24.128283,D,50,road
120.51586,22.77706,D,50,road
121.783035,24.720304,D,50,road
121.80265,24.719269,D,50,road
121.748116,24.719,D,50,road
121.738594,24.714243,D,50,road
121.79603,24.84921,D,50,road
121.810684,24.818115,D,50,road
121.55998,25.04131,D,50,road
120.68229,24.119066,D,50,road
120.657326,24.13757,D,50,road
121.51978,25.074602,D,50,road
121.52216,25.080551,D,50,road
121.540924,25.077658,D,50,road
121.10995,22.780073,D,50,road
120.3359,23.309875,D,50,road
120.722466,23.996405,D,50,road
120.69571,24.134548,D,50,road
120.630356,24.146921,D,50,road
120.611015,24.154503,D,50,road
120.66404,24.12225,D,50,road
120.68229,24.119066,D,50,road
120.66404,24.12225,D,50,road
120.53357,22.712818,D,50,road
120.53903,22.716288,D,50,road
120.69571,24.134548,D,50,road
120.66449,24.128283,D,50,road
120.81608,24.551743,D,50,road
121.515686,25.028524,D,50,road
120.97403,23.956371,D,50,road
120.95306,23.970133,D,50,road
120.49575,22.501558,D,50,road
120.72522,24.15363,D,50,road
120.768555,23.73256,D,50,road
120.438644,23.480522,D,50,road
120.425064,23.464802,D,50,road
120.43907,23.444014,D,50,road
120.40384,22.561409,D,50,road
120.600334,22.512333,D,50,road
121.49712,25.019234,D,50,road
120.49876,22.591784,D,50,road
120.483116,22.568169,D,50,road
120.44178,23.478798,D,50,road
120.442024,23.479103,D,50,road
121.39859,23.153486,D,50,road
121.383514,23.108957,D,50,road
121.3768,23.103252,D,50,road
121.33215,23.027685,D,50,road
121.29628,22.962713,D,50,road
121.26827,22.926645,D,50,road
121.2478,22.895144,D,50,road
121.1889,22.821447,D,50,road
121.47184,23.379984,D,50,road
121.46233,23.329168,D,50,road
121.41799,23.25344,D,50,road
121.41338,23.223274,D,50,road
120.84604,24.622055,D,50,road
120.81373,24.557383,D,50,road
120.32138,23.038275,D,50,road
121.374016,23.26661,D,50,road
121.21221,23.12015,D,50,road
120.945015,22.462353,D,50,road
120.52917,22.563972,D,50,road
121.78717,24.830685,D,50,road
120.74204,24.35014,D,60,road
120.38855,23.670492,D,60,road
120.55256,23.680202,D,60,road
120.43022,23.785646,D,60,road
120.20882,23.669996,D,60,road
120.337105,23.658632,D,60,road
121.80138,24.828068,D,60,road
121.784225,24.789581,D,60,road
121.67725,24.677273,D,60,road
121.71839,24.687069,D,60,road
120.38286,23.800879,D,60,road
120.4908,23.604876,D,60,road
120.45549,23.658314,D,60,road
121.03471,24.697115,D,60,road
120.19698,23.019335,D,60,road
120.20016,22.964825,D,60,road
120.99152,24.863388,D,60,road
121.11652,24.720446,D,60,road
121.80519,24.673485,D,60,road
120.30748,23.611443,D,60,road
120.51024,23.878145,D,60,road
120.6867,24.203175,D,60,road
120.20804,23.046125,D,60,road
120.21477,23.067614,D,60,road
120.32356,23.596136,D,60,road
120.494446,23.742592,D,60,road
120.54267,22.693243,D,60,road
120.55449,22.74935,D,60,road
120.482124,22.619041,D,60,road
120.46594,22.551575,D,60,road
121.91424,24.952927,D,60,road
121.86673,24.90387,D,60,road
121.83554,24.871765,D,60,road
121.82069,24.824112,D,60,road
121.81658,24.79972,D,60,road
121.81548,24.758747,D,60,road
121.81915,24.73036,D,60,road
121.8595,24.590792,D,60,road
121.697624,24.667261,D,60,road
121.71217,24.670204,D,60,road
121.78949,24.672573,D,60,road
121.700935,24.717842,D,60,road
121.71639,24.732752,D,60,road
121.821266,24.615463,D,60,road
121.79265,24.84562,D,60,road
120.98595,24.697054,D,60,road
120.675,24.240812,D,60,road
120.31495,22.649855,D,60,road
120.19549,22.945978,D,60,road
120.559746,24.210121,D,60,road
120.18961,23.052488,D,60,road
120.2803,23.102236,D,60,road
120.284904,23.103241,D,60,road
120.51881,24.153168,D,60,road
121.76525,24.718306,D,60,road
121.709625,24.707457,D,60,road
121.808556,24.727465,D,60,road
121.76619,24.710798,D,60,road
121.81058,24.709387,D,60,road
121.71865,24.71743,D,60,road
121.72893,24.696066,D,60,road
121.717964,24.720016,D,60,road
121.05501,24.797277,D,60,road
120.60589,22.42014,D,60,road
120.340614,23.910868,D,60,road
120.585976,22.712639,D,60,road
120.2939,23.282194,D,60,road
120.62328,24.147081,D,60,road
120.273605,23.117603,D,60,road
120.273506,23.117811,D,60,road
120.272125,23.121284,D,60,road
120.28104,23.098495,D,60,road
120.51959,22.702332,D,60,road
120.578575,22.644043,D,60,road
120.557594,23.971558,D,60,road
120.5195,22.519917,D,60,road
120.38841,24.0466,D,60,road
120.637,24.09453,D,60,road
120.675,24.240812,D,60,road
120.69065,24.22982,D,60,road
120.31959,22.734089,D,60,road
120.53134,23.832464,D,60,road
120.69065,24.22982,D,60,road
120.6867,24.203175,D,60,road
120.33265,23.767534,D,60,road
120.460785,24.074808,D,60,road
120.678246,23.930109,D,60,road
120.22894,23.77376,D,60,road
120.17872,22.964375,D,60,road
120.60919,22.46825,D,60,road
120.620445,22.59836,D,60,road
121.31564,22.99692,D,60,road
121.19388,22.794315,D,60,road
121.17634,22.777752,D,60,road
120.30967,22.988716,D,60,road
120.25361,23.189913,D,60,road
120.38012,23.067501,D,60,road
120.94928,24.616138,D,60,road
120.71483,23.803984,D,60,road
120.68987,23.888296,D,60,road
120.70938,23.789066,D,60,road
120.486984,23.086584,D,60,road
120.47022,23.013083,D,60,road
120.67963,23.996204,D,60,road
121.202835,23.107685,D,60,road
121.16925,23.061531,D,60,road
121.14093,22.987513,D,60,road
121.14304,22.938217,D,60,road
121.0965,22.898182,D,60,road
121.09514,22.893963,D,60,road
121.090614,22.82124,D,60,road
121.09232,22.807804,D,60,road
121.09504,22.800642,D,60,road
121.105995,22.79259,D,60,road
121.13614,22.768127,D,60,road
121.07541,22.77143,D,60,road
121.0496,22.716475,D,60,road
121.043304,22.683693,D,60,road
121.03803,22.67261,D,60,road
121.028694,22.662472,D,60,road
121.00136,22.60339,D,60,road
120.99458,22.58744,D,60,road
120.99005,22.575094,D,60,road
120.965706,22.522211,D,60,road
120.91234,22.382149,D,60,road
120.907684,22.364502,D,60,road
120.88693,22.2947,D,60,road
120.359085,22.675001,D,60,road
120.58669,22.542807,D,60,road
120.48998,24.12682,D,60,road
